Roll,Pitch,Time
-118.93,180.0,4.2865
-117.59,180.0,4.3035
-118.05,180.0,4.3158
-117.66,180.0,4.3279
-118.75,180.0,4.3445
-118.39,180.0,4.3565
-117.58,180.0,4.3729
-117.8,180.0,4.3853
-120.17,180.0,4.3978
-121.91,180.0,4.4138
-122.03,180.0,4.4259
-115.76,180.0,4.4424
-107.83,180.0,4.4548
-100.59,180.0,4.4672
-96.55,180.0,4.4839
-91.99,180.0,4.4958
-90.84,180.0,4.5079
-88.77,180.0,4.5245
-96.44,180.0,4.5362
-105.52,180.0,4.5495
-116.49,180.0,4.5657
-121.89,180.0,4.5777
-130.94,180.0,4.5939
-145.66,180.0,4.6066
-144.05,180.0,4.6185
-149.52,180.0,4.6349
-164.48,180.0,4.6469
-166.22,180.0,4.6595
-154.66,180.0,4.6759
-155.24,180.0,4.6885
-164.04,180.0,4.7046
-166.48,180.0,4.7165
-165.65,180.0,4.7295
-164.86,180.0,4.7454
-164.73,180.0,4.7579
-165.23,180.0,4.7744
-167.03,180.0,4.786
-168.27,180.0,4.7992
-167.94,180.0,4.8158
-164.55,180.0,4.8275
-161.61,180.0,4.8399
-160.57,180.0,4.8564
-160.39,180.0,4.8685
-158.87,180.0,4.8849
-154.66,180.0,4.8979
-152.66,180.0,4.9094
-148.83,180.0,4.9259
-141.82,180.0,4.9379
-136.97,180.0,4.9504
-127.9,180.0,4.9673
-121.61,180.0,4.9789
-116.39,180.0,4.9955
-109.59,180.0,5.0075
-102.83,180.0,5.0197
-97.51,180.0,5.0357
-98.14,180.0,5.0488
-95.48,180.0,5.0612
-96.3,180.0,5.0781
-103.69,180.0,5.0894
-115.82,180.0,5.1059
-120.51,180.0,5.1185
-109.7,180.0,5.1304
-95.71,180.0,5.1469
-85.5,180.0,5.1592
-93.65,180.0,5.1714
-99.02,180.0,5.1878
-106.11,180.0,5.2002
-117.48,180.0,5.2164
-118.34,180.0,5.2292
-122.14,180.0,5.2414
-120.03,180.0,5.2574
-114.96,180.0,5.2695
-116.28,180.0,5.2819
-116.9,180.0,5.2988
-116.95,180.0,5.3109
-117.58,180.0,5.3269
-117.28,180.0,5.339
-113.91,180.0,5.3522
-108.95,180.0,5.3676
-105.38,180.0,5.3813
-101.73,180.0,5.3925
-101.21,180.0,5.4089
-106.78,180.0,5.4213
-109.82,180.0,5.4374
-119.79,180.0,5.4499
-115.92,180.0,5.4624
-116.71,180.0,5.4785
-115.87,180.0,5.4909
-117.08,180.0,5.5032
-118.93,180.0,5.5199
-120.3,180.0,5.5322
-119.57,180.0,5.5487
-118.71,180.0,5.5604
-117.9,180.0,5.5729
-120.33,180.0,5.5895
-120.38,180.0,5.6019
-119.61,180.0,5.6144
-120.01,180.0,5.6305
-120.44,180.0,5.642
-120.96,180.0,5.6589
-121.59,180.0,5.6708
-121.56,180.0,5.6834
-120.46,180.0,5.7002
-119.05,180.0,5.7128
-117.25,180.0,5.7239
-117.25,180.0,5.7408
-119.26,180.0,5.7535
-120.95,180.0,5.7694
-121.75,180.0,5.7819
-121.53,180.0,5.7939
-121.37,180.0,5.8104
-121.4,180.0,5.8228
-120.07,180.0,5.8352
-115.53,180.0,5.8519
-108.94,180.0,5.8643
-103.42,180.0,5.8799
-98.73,180.0,5.8924
-97.55,180.0,5.9044
-98.9,180.0,5.9209
-96.03,180.0,5.9334
-97.13,180.0,5.9454
-105.28,180.0,5.9612
-117.31,180.0,5.9744
-121.15,180.0,5.9904
-135.08,180.0,6.0031
-141.19,180.0,6.0154
-145.43,180.0,6.0319
-142.03,180.0,6.0442
-152.55,180.0,6.0564
-165.64,180.0,6.0724
-161.73,180.0,6.0849
-158.77,180.0,6.1017
-156.88,180.0,6.113
-162.11,180.0,6.1259
-165.64,180.0,6.1424
-163.92,180.0,6.1545
-163.65,180.0,6.1665
-165.16,180.0,6.1834
-166.61,180.0,6.1954
-168.02,180.0,6.211
-167.55,180.0,6.2244
-167.01,180.0,6.236
-167.88,180.0,6.252
-167.12,180.0,6.265
-164.87,180.0,6.277
-162.41,180.0,6.294
-160.87,180.0,6.306
-160.3,180.0,6.3223
-157.92,180.0,6.3349
-159.42,180.0,6.3469
-157.2,180.0,6.363
-155.29,180.0,6.3754
-144.04,180.0,6.3918
-130.92,180.0,6.4037
-124.38,180.0,6.4165
-119.49,180.0,6.4328
-114.67,180.0,6.4454
-107.83,180.0,6.457
-96.85,180.0,6.474
-92.33,180.0,6.486
-87.93,180.0,6.498
-81.92,180.0,6.515
-81.88,180.0,6.5274
-91.29,180.0,6.543
-107.27,180.0,6.556
-110.97,180.0,6.5684
-95.99,180.0,6.5844
-76.79,180.0,6.5968
-79.61,180.0,6.6087
-85.14,180.0,6.6256
-92.35,180.0,6.6376
-105.53,180.0,6.654
-116.83,180.0,6.6664
-118.2,180.0,6.6792
-124.62,180.0,6.6953
-119.67,180.0,6.7071
-115.86,180.0,6.7201
-116.16,180.0,6.736
-115.05,180.0,6.748
-114.71,180.0,6.7648
-116.11,180.0,6.777
-116.31,180.0,6.7893
-114.51,180.0,6.8053
-113.0,180.0,6.818
-107.04,180.0,6.8307
-103.68,180.0,6.8468
-105.85,180.0,6.8582
-111.38,180.0,6.8754
-112.45,180.0,6.8874
-112.47,180.0,6.8998
-113.05,180.0,6.9164
-111.72,180.0,6.9284
-110.96,180.0,6.9409
-108.08,180.0,6.9568
-107.99,180.0,6.969
-108.94,180.0,6.9858
-110.13,180.0,6.9984
-110.56,180.0,7.0104
-112.05,180.0,7.027
-111.31,180.0,7.039
-111.64,180.0,7.0514
-112.63,180.0,7.0678
-114.46,180.0,7.0804
-116.83,180.0,7.0964
-117.23,180.0,7.108
-116.86,180.0,7.121
-115.55,180.0,7.137
-115.32,180.0,7.15
-112.34,180.0,7.1618
-112.53,180.0,7.1784
-112.09,180.0,7.1908
-112.69,180.0,7.2065
-113.88,180.0,7.2193
-113.48,180.0,7.2318
-114.36,180.0,7.2478
-115.32,180.0,7.2606
-115.54,180.0,7.272
-116.11,180.0,7.289
-117.06,180.0,7.3013
-116.77,180.0,7.3174
-117.05,180.0,7.3299
-117.32,180.0,7.3424
-117.01,180.0,7.3584
-117.01,180.0,7.3713
-117.09,180.0,7.3874
-117.07,180.0,7.3994
-116.86,180.0,7.4118
-116.46,180.0,7.428
-115.82,180.0,7.44
-115.27,180.0,7.453
-114.74,180.0,7.4689
-114.87,180.0,7.4814
-114.77,180.0,7.4978
-114.21,180.0,7.51
-114.62,180.0,7.522
-114.73,180.0,7.5388
-115.0,180.0,7.5514
-115.06,180.0,7.563
-111.39,180.0,7.5798
-111.23,180.0,7.5924
-122.66,180.0,7.6077
-119.65,180.0,7.6208
-121.46,180.0,7.633
-120.82,180.0,7.6494
-118.84,180.0,7.6618
-116.22,180.0,7.6736
-113.84,180.0,7.69
-112.22,180.0,7.7028
-111.26,180.0,7.7188
-112.09,180.0,7.7312
-112.43,180.0,7.7433
-113.68,180.0,7.7598
-114.97,180.0,7.7717
-115.22,180.0,7.7844
-115.49,180.0,7.801
-116.41,180.0,7.8131
-116.75,180.0,7.8294
-116.88,180.0,7.8418
-117.04,180.0,7.8545
-117.03,180.0,7.87
-116.27,180.0,7.8828
-115.94,180.0,7.8948
-115.96,180.0,7.9114
-115.89,180.0,7.9236
-115.77,180.0,7.9401
-115.38,180.0,7.9526
-115.38,180.0,7.965
-115.4,180.0,7.9814
-115.22,180.0,7.9934
-115.34,180.0,8.006
-115.25,180.0,8.022
-115.7,180.0,8.034
-116.37,180.0,8.05
-117.01,180.0,8.063
-116.23,180.0,8.0754
-116.28,180.0,8.0915
-116.22,180.0,8.104
-115.51,180.0,8.116
-115.79,180.0,8.133
-115.87,180.0,8.1444
-116.3,180.0,8.1612
-116.14,180.0,8.1734
-116.11,180.0,8.1859
-116.7,180.0,8.2024
-116.39,180.0,8.2145
-115.79,180.0,8.2265
-116.25,180.0,8.2432
-116.12,180.0,8.2554
-116.63,180.0,8.2718
-116.79,180.0,8.284
-117.58,180.0,8.2964
-117.57,180.0,8.3128
-117.7,180.0,8.3248
-117.29,180.0,8.337
-116.96,180.0,8.354
-117.17,180.0,8.3667
-116.84,180.0,8.3824
-117.02,180.0,8.3948
-117.24,180.0,8.4074
-117.58,180.0,8.4234
-117.77,180.0,8.4359
-117.88,180.0,8.4481
-117.25,180.0,8.464
-117.39,180.0,8.4768
-117.13,180.0,8.4934
-117.54,180.0,8.5054
-117.75,180.0,8.5178
-118.12,180.0,8.5344
-117.26,180.0,8.5465
-117.88,180.0,8.562
-117.77,180.0,8.5754
-117.82,180.0,8.5874
-117.6,180.0,8.6038
-118.22,180.0,8.6164
-118.0,180.0,8.6284
-118.57,180.0,8.645
-118.37,180.0,8.657
-117.96,180.0,8.6726
-118.1,180.0,8.6858
-117.97,180.0,8.6978
-118.16,180.0,8.7144
-118.06,180.0,8.7267
-118.16,180.0,8.7388
-118.44,180.0,8.7555
-118.06,180.0,8.7674
-117.99,180.0,8.7838
-118.07,180.0,8.796
-118.42,180.0,8.8084
-118.79,180.0,8.8248
-118.36,180.0,8.8374
-118.35,180.0,8.8494
-118.4,180.0,8.8658
-118.19,180.0,8.8784
-118.22,180.0,8.8944
-118.54,180.0,8.907
-118.37,180.0,8.9194
-118.56,180.0,8.9354
-118.39,180.0,8.948
-118.49,180.0,8.96
-119.03,180.0,8.9764
-118.87,180.0,8.9883
-118.72,180.0,9.0054
-118.69,180.0,9.0173
-118.86,180.0,9.0298
-118.59,180.0,9.0464
-119.06,180.0,9.0584
-118.9,180.0,9.0705
-119.17,180.0,9.0875
-118.77,180.0,9.0995
-118.37,180.0,9.1155
-118.61,180.0,9.1275
-118.49,180.0,9.1398
-118.52,180.0,9.1565
-119.11,180.0,9.1688
-118.62,180.0,9.1814
-118.48,180.0,9.1978
-118.51,180.0,9.2098
-118.35,180.0,9.2256
-118.38,180.0,9.2382
-118.27,180.0,9.2508
-118.32,180.0,9.2668
-118.61,180.0,9.2788
-118.4,180.0,9.2958
-119.17,180.0,9.3081
-118.85,180.0,9.3205
-118.82,180.0,9.3369
-119.47,180.0,9.3494
-119.78,180.0,9.3617
-119.91,180.0,9.3778
-120.54,180.0,9.3898
-120.67,180.0,9.4059
-120.03,180.0,9.4188
-119.54,180.0,9.4314
-119.17,180.0,9.4474
-118.48,180.0,9.4598
-117.76,180.0,9.4726
-116.64,180.0,9.4887
-117.51,180.0,9.5012
-117.81,180.0,9.5174
-118.36,180.0,9.5294
-118.64,180.0,9.5415
-118.33,180.0,9.5584
-118.57,180.0,9.5704
-119.4,180.0,9.5823
-119.24,180.0,9.5988
-119.83,180.0,9.6114
-120.21,180.0,9.6276
-120.13,180.0,9.6401
-120.37,180.0,9.6524
-119.85,180.0,9.6688
-119.33,180.0,9.6808
-118.53,180.0,9.6934
-118.33,180.0,9.7098
-118.1,180.0,9.7221
-118.28,180.0,9.7387
-119.09,180.0,9.7504
-119.19,180.0,9.763
-118.59,180.0,9.7792
-118.64,180.0,9.7909
-118.37,180.0,9.8041
-118.54,180.0,9.8204
-118.82,180.0,9.8324
-118.83,180.0,9.8488
-118.86,180.0,9.8614
-118.84,180.0,9.8734
-118.67,180.0,9.8889
-118.58,180.0,9.9024
-117.94,180.0,9.9141
-117.67,180.0,9.9308
-117.32,180.0,9.9429
-117.59,180.0,9.9596
-117.34,180.0,9.9723
-117.54,180.0,9.9847
-117.81,180.0,10.0004
-117.58,180.0,10.0128
-117.88,180.0,10.0241
-117.87,180.0,10.0412
-118.37,180.0,10.0538
-118.47,180.0,10.0698
-118.16,180.0,10.0818
-118.35,180.0,10.0948
-117.98,180.0,10.11
-118.34,180.0,10.1235
-118.23,180.0,10.1354
-118.21,180.0,10.1521
-118.18,180.0,10.1644
-118.35,180.0,10.1804
-118.24,180.0,10.1928
-118.29,180.0,10.2054
-118.54,180.0,10.2214
-118.19,180.0,10.2332
-117.69,180.0,10.2504
-117.33,180.0,10.2624
-117.19,180.0,10.2746
-117.82,180.0,10.2912
-117.64,180.0,10.3034
-117.94,180.0,10.3161
