Roll,Pitch,Yaw,Time
-11.11,78.82,-135.92,0.041
-10.9,79.02,-136.37,0.041
-10.89,78.99,-135.03,0.041
-10.63,79.19,-135.66,0.0411
-10.74,79.06,-136.22,0.0411
-11.25,78.55,-135.13,0.0412
-10.88,79.02,-136.78,0.0412
-10.83,79.11,-135.91,0.0413
-11.43,78.42,-136.56,0.0413
-11.0,78.92,-136.89,0.0414
-9.84,80.02,-136.15,0.0414
-10.38,79.57,-136.58,0.0415
-11.04,78.94,-137.39,0.0415
-10.44,79.49,-137.69,0.0416
-10.23,79.73,-136.47,0.0416
-10.34,79.59,-137.39,0.0416
-10.64,79.33,-136.29,0.0417
-11.15,78.78,-136.68,0.0417
-10.21,79.66,-135.81,0.0418
-10.58,79.31,-136.16,0.0418
-10.76,79.18,-135.57,0.0419
-11.33,78.61,-136.03,0.0419
-10.47,79.46,-136.63,0.042
-10.74,79.22,-136.04,0.042
-10.39,79.57,-136.62,0.042
-10.77,79.19,-135.72,0.0421
-10.84,79.15,-136.04,0.0421
-10.76,79.2,-135.75,0.0422
-10.56,79.35,-136.28,0.0422
-10.18,79.77,-136.2,0.0423
-10.85,79.11,-137.78,0.0423
-10.7,79.25,-136.19,0.0424
-9.94,79.97,-137.89,0.0424
-10.95,79.0,-136.65,0.0424
-10.35,79.56,-136.66,0.0425
-10.86,79.11,-136.54,0.0425
-11.12,78.82,-136.02,0.0426
-10.76,79.16,-137.18,0.0426
-10.68,79.2,-135.48,0.0427
-10.6,79.35,-136.85,0.0427
-10.66,79.28,-136.86,0.0427
-10.4,79.51,-137.3,0.0428
-10.28,79.61,-136.92,0.0428
-10.41,79.55,-136.34,0.0429
-10.65,79.25,-136.42,0.0429
-10.49,79.48,-135.91,0.043
-10.78,79.15,-136.3,0.043
-10.26,79.66,-137.38,0.0431
-10.35,79.6,-136.05,0.0431
-10.8,79.09,-136.37,0.0431
-10.51,79.35,-136.61,0.0432
-10.53,79.34,-135.76,0.0432
-11.12,78.87,-136.05,0.0433
-10.75,79.09,-134.98,0.0433
-11.0,78.95,-135.49,0.0434
-10.71,79.26,-137.1,0.0434
-11.2,78.78,-137.21,0.0435
-11.14,78.74,-135.5,0.0435
-10.44,79.45,-136.87,0.0435
-10.58,79.38,-137.14,0.0436
-10.97,78.93,-135.86,0.0436
-10.55,79.3,-135.5,0.0437
-10.5,79.38,-136.83,0.0437
-10.68,79.19,-136.58,0.0438
-10.73,79.2,-135.92,0.0438
-10.34,79.55,-136.2,0.0438
-10.87,79.05,-136.45,0.0439
-11.02,78.89,-135.14,0.0439
-10.88,79.02,-136.71,0.044
-11.0,78.93,-134.88,0.044
-10.96,78.95,-136.5,0.0441
-10.39,79.51,-135.76,0.0441
-10.9,79.03,-136.78,0.0442
-10.65,79.27,-136.56,0.0442
-10.46,79.43,-136.69,0.0443
-10.61,79.33,-137.52,0.0443
-10.63,79.31,-135.62,0.0443
-10.5,79.43,-135.9,0.0444
-10.9,79.02,-135.68,0.0444
-10.97,78.94,-136.09,0.0445
-10.84,79.04,-136.15,0.0445
-10.85,79.09,-135.97,0.0446
-10.44,79.44,-136.17,0.0446
-10.75,79.13,-136.53,0.0446
-10.81,79.14,-136.21,0.0447
-10.58,79.34,-135.87,0.0447
-10.62,79.29,-136.21,0.0448
-10.37,79.5,-137.04,0.0448
-11.13,78.77,-136.79,0.0449
-10.74,79.16,-136.14,0.0449
-10.91,78.97,-136.21,0.045
-10.81,79.12,-137.16,0.045
-11.13,78.8,-135.21,0.045
-10.74,79.11,-135.12,0.0451
-10.55,79.38,-135.69,0.0451
-10.9,79.03,-137.14,0.0452
-10.35,79.59,-135.91,0.0452
-10.91,78.95,-135.86,0.0453
-11.35,78.54,-135.05,0.0453
-11.16,78.73,-134.87,0.0453
-11.09,78.8,-136.05,0.0454
-11.25,78.57,-135.44,0.0454
-10.98,78.97,-135.51,0.0455
-10.97,78.95,-134.91,0.0455
-10.65,79.23,-136.47,0.0456
-10.62,79.23,-135.72,0.0456
-10.23,79.64,-136.98,0.0457
-10.81,79.07,-135.94,0.0457
-11.0,78.88,-135.94,0.0457
-10.55,79.4,-136.49,0.0458
-11.34,78.57,-135.93,0.0458
-10.8,79.13,-136.37,0.0459
-10.93,78.96,-136.85,0.0459
-10.52,79.37,-136.04,0.046
-10.51,79.26,-135.96,0.046
-10.52,79.3,-135.72,0.0461
-10.88,78.95,-135.4,0.0461
-10.83,79.02,-134.26,0.0461
-10.53,79.35,-136.98,0.0462
-11.06,78.84,-136.77,0.0462
-10.96,78.96,-135.87,0.0463
-10.77,79.08,-136.38,0.0463
-10.59,79.32,-135.92,0.0464
-10.46,79.45,-136.27,0.0464
-10.46,79.38,-135.89,0.0465
-10.81,79.09,-136.3,0.0465
-10.85,79.07,-135.94,0.0465
-10.79,79.05,-136.31,0.0466
-11.36,78.47,-136.21,0.0466
-10.94,78.91,-135.15,0.0467
-10.97,78.89,-135.94,0.0467
-11.06,78.81,-136.23,0.0468
-11.17,78.72,-135.22,0.0468
-10.68,79.25,-135.33,0.0468
-10.81,79.1,-136.31,0.0469
-10.73,79.18,-136.8,0.0469
-10.84,79.07,-136.13,0.047
-10.88,78.96,-136.21,0.047
-10.31,79.56,-136.02,0.0471
-10.84,79.09,-136.91,0.0471
-10.49,79.4,-137.38,0.0472
-11.47,78.4,-135.94,0.0472
-11.13,78.87,-135.66,0.0473
-11.02,78.91,-137.42,0.0473
-10.45,79.5,-136.06,0.0473
-10.76,79.19,-136.41,0.0474
-10.56,79.31,-136.83,0.0474
-11.06,78.8,-135.48,0.0475
-11.5,78.38,-136.37,0.0475
-10.88,78.94,-135.87,0.0476
-11.01,78.72,-135.21,0.0476
-10.98,78.85,-136.42,0.0476
-10.67,79.17,-136.39,0.0477
-10.54,79.13,-135.96,0.0477
-10.34,79.53,-135.61,0.0478
-10.71,79.17,-135.53,0.0478
-11.27,78.61,-136.5,0.0479
-10.51,79.31,-136.43,0.0479
-10.58,79.21,-135.43,0.0479
-11.16,78.68,-135.85,0.048
-11.44,78.43,-135.63,0.048
-11.03,78.77,-136.63,0.0481
-10.99,78.8,-135.41,0.0481
-11.23,78.59,-136.01,0.0482
-11.07,78.76,-135.9,0.0482
-10.86,79.02,-136.47,0.0483
-10.97,78.86,-135.27,0.0483
-10.83,79.05,-136.81,0.0484
-10.88,78.94,-135.66,0.0484
-10.94,78.9,-135.42,0.0484
-10.88,79.0,-136.91,0.0485
-10.6,79.27,-137.14,0.0485
-10.77,79.1,-137.43,0.0486
-10.37,79.59,-137.62,0.0486
-11.37,78.51,-135.98,0.0487
-11.14,78.68,-135.8,0.0487
-10.88,79.0,-136.2,0.0487
-10.75,79.17,-136.94,0.0488
-10.69,79.23,-136.33,0.0488
-10.74,79.13,-136.13,0.0489
-10.93,78.96,-136.78,0.0489
-10.84,78.99,-135.77,0.049
-10.41,79.52,-136.15,0.049
-11.01,78.89,-135.02,0.0491
-10.55,79.33,-137.02,0.0491
-10.45,79.4,-136.34,0.0491
-10.86,78.99,-136.77,0.0492
-10.65,79.21,-135.23,0.0492
-10.96,78.97,-136.0,0.0493
-11.07,78.84,-136.21,0.0493
-10.4,79.52,-137.51,0.0494
-10.74,79.07,-136.69,0.0494
-11.08,78.81,-136.7,0.0495
-10.83,79.05,-136.4,0.0495
-10.86,79.01,-136.06,0.0495
-10.8,79.06,-136.37,0.0496
-10.86,79.08,-136.87,0.0496
-10.64,79.17,-136.87,0.0497
-10.75,79.08,-135.94,0.0497
-10.38,79.51,-136.32,0.0498
-10.77,79.13,-135.7,0.0498
-10.9,78.98,-136.89,0.0498
-10.72,79.2,-135.91,0.0499
-10.48,79.41,-136.13,0.0499
-10.88,79.0,-137.04,0.05
-10.69,79.19,-137.46,0.05
-10.65,79.26,-136.25,0.0501
-10.35,79.52,-136.0,0.0501
-10.68,79.18,-135.55,0.0502
-10.78,79.13,-136.07,0.0502
-10.77,79.12,-134.29,0.0502
-10.93,78.85,-134.63,0.0503
-10.48,79.44,-135.58,0.0503
-10.78,79.08,-135.5,0.0504
-10.91,79.04,-135.25,0.0504
-10.55,79.37,-136.36,0.0505
-10.21,79.6,-137.25,0.0505
-10.85,79.12,-136.44,0.0506
-10.05,79.8,-137.26,0.0506
-10.6,79.36,-135.15,0.0507
-9.98,79.83,-137.34,0.0507
-13.02,76.67,-135.0,0.0507
-11.16,78.78,-135.13,0.0508
-9.47,80.52,-137.58,0.0508
-11.67,78.19,-135.75,0.0509
-10.38,79.56,-135.69,0.0509
-11.5,78.49,-137.0,0.051
-11.19,78.79,-136.38,0.051
-10.34,79.63,-137.41,0.051
-11.05,78.96,-137.31,0.0511
-11.02,78.99,-136.85,0.0511
-7.28,82.67,-139.47,0.0512
-10.99,79.0,-135.53,0.0512
-11.15,78.27,-137.2,0.0513
-12.79,77.08,-133.92,0.0513
-11.69,78.13,-135.91,0.0514
-11.92,76.3,-135.93,0.0514
-13.04,76.24,-134.23,0.0515
-15.38,73.54,-133.32,0.0515
-14.49,74.74,-133.11,0.0515
-15.64,73.29,-135.17,0.0516
-14.78,72.81,-133.6,0.0516
-13.41,74.68,-135.01,0.0517
-15.07,71.86,-134.42,0.0517
-15.04,71.67,-135.01,0.0518
-15.3,70.94,-133.93,0.0518
-16.42,71.19,-133.35,0.0518
-18.15,70.16,-130.17,0.0519
-18.88,69.4,-129.96,0.0519
-19.96,68.76,-129.66,0.052
-21.85,67.53,-129.75,0.052
-14.27,74.92,-135.04,0.0521
-17.69,71.8,-133.1,0.0521
-17.84,71.04,-132.86,0.0521
-16.41,73.4,-133.75,0.0522
-16.78,72.05,-132.56,0.0522
-18.91,69.98,-132.33,0.0523
-18.64,69.97,-132.08,0.0523
-17.54,70.83,-132.93,0.0524
-17.62,71.29,-131.56,0.0524
-17.66,71.36,-133.59,0.0525
-17.04,71.72,-132.53,0.0525
-17.76,70.03,-133.12,0.0525
-17.62,70.75,-132.29,0.0526
-17.9,70.32,-132.12,0.0526
-16.71,71.68,-133.02,0.0527
-17.0,70.66,-133.82,0.0527
-15.04,72.82,-132.47,0.0528
-15.61,72.93,-134.23,0.0528
-14.49,72.55,-135.06,0.0528
-15.2,72.37,-134.54,0.0529
-15.04,72.21,-133.83,0.0529
-15.04,72.7,-133.93,0.053
-14.57,72.75,-133.83,0.053
-14.35,72.47,-134.79,0.0531
-14.97,72.16,-133.9,0.0531
-14.64,71.45,-134.4,0.0531
-14.23,71.45,-135.51,0.0532
-14.42,71.88,-134.13,0.0532
-15.01,71.65,-134.08,0.0533
-14.85,71.78,-134.05,0.0533
-15.39,71.31,-134.58,0.0534
-15.36,71.2,-134.27,0.0534
-15.14,71.41,-133.38,0.0534
-15.1,71.48,-134.25,0.0535
-15.37,71.09,-132.6,0.0535
-15.06,71.38,-133.94,0.0536
-15.31,71.17,-133.76,0.0536
-15.07,71.59,-132.96,0.0537
-14.65,71.84,-134.72,0.0537
-14.84,71.9,-135.2,0.0537
-15.91,71.68,-135.07,0.0538
-16.73,71.86,-133.45,0.0538
-14.56,73.5,-134.47,0.0539
-14.57,75.28,-136.88,0.0539
-14.44,75.47,-136.04,0.0539
-15.74,74.04,-135.29,0.054
-16.1,72.5,-133.5,0.054
-15.12,74.29,-134.43,0.0541
-11.56,76.09,-137.62,0.0541
-16.78,69.13,-134.31,0.0542
-15.91,72.7,-134.86,0.0542
-17.12,72.63,-134.72,0.0542
-11.23,78.74,-137.67,0.0543
-15.9,74.09,-135.43,0.0543
-14.35,75.65,-136.48,0.0544
-14.77,75.22,-136.09,0.0544
-14.21,75.71,-136.13,0.0544
-14.86,75.06,-135.34,0.0545
-14.78,75.08,-135.36,0.0545
-14.67,75.24,-136.74,0.0546
-14.82,75.04,-135.44,0.0546
-14.55,75.33,-134.55,0.0546
-14.77,75.09,-135.71,0.0547
-15.24,74.61,-135.42,0.0547
-15.3,74.7,-134.56,0.0548
-16.66,73.33,-134.1,0.0548
-15.19,74.51,-134.04,0.0549
-15.23,74.5,-133.92,0.0549
-15.42,74.32,-134.16,0.0549
-15.31,74.47,-134.92,0.055
-15.54,74.31,-134.15,0.055
-15.65,74.24,-134.37,0.0551
-15.44,74.45,-134.91,0.0551
-15.54,74.34,-134.44,0.0552
-15.27,74.61,-134.62,0.0552
-14.94,74.96,-133.68,0.0552
-15.08,74.76,-134.48,0.0553
-15.04,74.81,-134.79,0.0553
-15.38,74.53,-134.8,0.0554
-15.11,74.77,-135.62,0.0554
-15.27,74.63,-134.71,0.0555
-15.19,74.68,-133.03,0.0555
-15.44,74.45,-134.77,0.0555
-15.3,74.53,-134.53,0.0556
-15.26,74.59,-134.11,0.0556
-15.19,74.68,-135.88,0.0557
-15.25,74.64,-134.73,0.0557
-15.24,74.65,-134.44,0.0557
-15.16,74.71,-134.43,0.0558
-14.89,75.0,-135.46,0.0558
-15.2,74.69,-133.88,0.0559
-15.4,74.43,-134.85,0.0559
-15.17,74.66,-134.83,0.056
-15.13,74.76,-133.85,0.056
-15.08,74.8,-134.38,0.0561
-15.03,74.83,-134.95,0.0561
-15.22,74.62,-133.46,0.0562
-14.99,74.84,-134.43,0.0562
-15.01,74.89,-134.15,0.0562
-15.13,74.74,-134.79,0.0563
-15.16,74.68,-134.44,0.0563
-15.08,74.82,-133.41,0.0564
-15.09,74.75,-133.7,0.0564
-15.11,74.75,-135.34,0.0565
-15.29,74.58,-134.56,0.0565
-15.02,74.85,-135.33,0.0565
-15.05,74.83,-135.03,0.0566
-15.05,74.82,-134.73,0.0566
-15.07,74.76,-135.23,0.0567
-14.94,74.9,-134.36,0.0567
-15.09,74.8,-135.1,0.0568
-15.06,74.81,-133.9,0.0568
-15.1,74.79,-135.14,0.0569
-15.08,74.73,-134.4,0.0569
-15.02,74.86,-135.19,0.0569
-14.9,74.98,-135.28,0.057
-15.06,74.82,-136.11,0.057
-15.38,74.52,-134.46,0.0571
-15.16,74.72,-134.43,0.0571
-15.07,74.78,-135.8,0.0572
-15.17,74.7,-134.91,0.0572
-13.23,76.75,-135.87,0.0572
-17.48,71.47,-131.55,0.0573
-20.25,64.23,-128.09,0.0573
-10.38,75.26,-132.62,0.0574
-11.16,75.85,-131.84,0.0574
-18.04,64.98,-130.31,0.0575
-17.36,68.02,-130.05,0.0575
-16.98,71.68,-128.33,0.0575
-20.29,66.86,-126.65,0.0576
-22.6,63.05,-125.68,0.0576
-25.51,62.31,-123.78,0.0577
-23.98,64.55,-123.75,0.0577
-24.33,61.76,-124.33,0.0577
-25.31,62.13,-123.63,0.0578
-25.56,61.1,-123.73,0.0578
-26.23,59.74,-122.48,0.0579
-24.46,61.18,-123.98,0.0579
-33.38,54.73,-116.9,0.058
-24.89,57.51,-123.6,0.058
-22.22,63.43,-123.47,0.058
-24.2,59.41,-121.86,0.0581
-23.06,61.5,-124.42,0.0581
-23.12,61.13,-123.8,0.0582
-22.38,62.73,-123.94,0.0582
-24.21,60.34,-122.96,0.0583
-24.29,62.68,-121.83,0.0583
-24.48,62.9,-122.0,0.0583
-24.79,61.7,-122.84,0.0584
-24.61,62.46,-121.23,0.0584
-24.21,61.75,-122.31,0.0585
-23.87,62.75,-121.99,0.0585
-23.73,62.6,-122.52,0.0586
-22.61,63.58,-123.48,0.0586
-23.17,63.34,-122.04,0.0586
-22.47,63.99,-124.36,0.0587
-22.85,63.44,-124.07,0.0587
-23.04,62.95,-123.69,0.0588
-22.16,64.07,-125.86,0.0588
-22.63,63.66,-124.13,0.0589
-22.76,63.68,-123.36,0.0589
-22.97,62.97,-123.33,0.0589
-23.86,62.56,-123.67,0.059
-20.7,64.97,-126.83,0.059
-26.11,62.67,-124.33,0.0591
-9.09,70.05,-139.84,0.0591
-18.68,69.95,-131.39,0.0591
-15.53,72.5,-131.51,0.0592
-20.4,65.52,-125.68,0.0592
-21.33,59.01,-123.86,0.0593
-21.56,65.32,-123.05,0.0593
-23.77,61.64,-127.61,0.0594
-7.23,81.7,-137.21,0.0594
-18.27,69.56,-128.29,0.0594
-27.77,61.75,-118.59,0.0595
-24.58,56.91,-121.01,0.0595
-36.16,51.13,-117.72,0.0596
-16.33,73.44,-128.91,0.0596
-10.3,76.95,-133.93,0.0597
-25.55,62.96,-122.95,0.0597
-27.26,61.16,-119.58,0.0598
-27.41,57.75,-121.32,0.0598
-24.79,63.39,-124.34,0.0598
-7.52,72.59,-137.42,0.0599
-16.65,71.71,-127.95,0.0599
-23.81,62.84,-123.13,0.06
-32.1,54.22,-116.29,0.06
-31.6,54.92,-117.54,0.0601
-20.57,66.27,-126.53,0.0601
-19.92,67.12,-127.27,0.0601
-31.22,57.02,-118.85,0.0602
-29.18,55.11,-117.8,0.0602
-34.73,51.3,-115.76,0.0603
-24.62,59.77,-123.87,0.0603
-20.45,68.21,-125.72,0.0604
-32.01,56.22,-117.97,0.0604
-28.24,55.64,-118.9,0.0604
-30.09,56.55,-118.2,0.0605
-21.38,63.32,-125.51,0.0605
-22.72,64.86,-125.7,0.0606
-25.66,62.13,-124.06,0.0606
-29.85,59.11,-119.8,0.0607
-28.74,58.16,-119.02,0.0607
-27.99,56.96,-119.56,0.0607
-23.4,63.38,-122.86,0.0608
-27.09,61.68,-123.46,0.0608
-24.05,65.71,-126.1,0.0609
-15.94,68.64,-127.3,0.0609
-40.76,47.7,-115.8,0.061
-23.19,61.01,-124.66,0.061
-26.9,61.02,-123.27,0.061
-26.37,59.85,-122.92,0.0611
-25.25,61.96,-123.35,0.0611
-23.69,63.09,-124.6,0.0612
-22.06,64.6,-126.26,0.0612
-19.86,65.32,-128.45,0.0612
-18.31,66.16,-131.22,0.0613
-14.86,68.33,-131.23,0.0613
-12.95,69.57,-132.84,0.0614
-13.68,68.53,-131.68,0.0614
-12.55,70.01,-132.51,0.0615
-13.51,68.98,-132.03,0.0615
-12.62,70.21,-131.49,0.0615
-12.61,70.11,-132.58,0.0616
-12.7,69.63,-132.9,0.0616
-12.8,70.09,-132.56,0.0617
-12.92,68.86,-132.56,0.0617
-13.04,68.6,-131.9,0.0617
-11.86,69.78,-133.94,0.0618
-11.63,69.75,-133.39,0.0618
-11.94,69.65,-133.24,0.0619
-11.83,69.68,-133.35,0.0619
-12.14,69.4,-133.06,0.062
-12.09,69.53,-133.33,0.062
-12.16,69.35,-133.45,0.062
-11.82,70.21,-133.07,0.0621
-11.98,69.33,-132.7,0.0621
-12.1,69.95,-133.93,0.0622
-12.13,69.64,-134.11,0.0622
-12.08,69.87,-132.95,0.0622
-12.0,70.03,-131.78,0.0623
-12.37,69.51,-132.32,0.0623
-12.09,69.35,-133.49,0.0624
-12.16,69.68,-132.7,0.0624
-11.85,70.07,-133.6,0.0625
-11.78,70.26,-133.71,0.0625
-12.3,69.67,-132.71,0.0625
-11.79,70.14,-133.89,0.0626
-11.79,70.01,-133.91,0.0626
-12.09,69.9,-133.44,0.0627
-11.83,70.0,-134.3,0.0627
-11.93,69.91,-133.33,0.0628
-12.14,69.88,-133.13,0.0628
-12.1,69.63,-134.16,0.0628
-12.32,69.77,-132.13,0.0629
-12.14,69.62,-133.76,0.0629
-12.06,69.44,-132.34,0.063
-12.15,69.69,-133.48,0.063
-12.01,69.74,-133.18,0.0631
-12.17,69.85,-132.5,0.0631
-12.1,69.9,-132.53,0.0631
-12.4,69.61,-132.65,0.0632
-12.35,69.68,-133.33,0.0632
-12.26,69.6,-131.85,0.0633
-12.08,69.97,-133.3,0.0633
-12.29,69.49,-133.81,0.0633
-11.95,70.18,-132.04,0.0634
-12.13,70.16,-132.95,0.0634
-12.29,70.08,-132.6,0.0635
-12.37,69.56,-132.94,0.0635
-12.36,69.45,-133.23,0.0636
-12.25,69.54,-132.78,0.0636
-12.53,69.29,-132.51,0.0636
-11.89,69.73,-133.93,0.0637
-12.27,69.57,-133.74,0.0637
-12.38,69.51,-132.3,0.0638
-12.51,69.46,-133.66,0.0638
-12.55,69.3,-132.22,0.0638
-12.11,69.89,-132.92,0.0639
-12.01,70.18,-133.57,0.0639
-12.23,69.56,-133.82,0.064
-11.89,70.47,-133.15,0.064
-11.25,73.64,-133.01,0.0641
-10.36,71.14,-136.53,0.0641
-13.89,75.82,-131.7,0.0641
-10.65,78.96,-134.72,0.0642
-13.73,74.28,-132.31,0.0642
-13.46,75.95,-132.43,0.0643
-14.77,75.07,-131.42,0.0643
-15.02,74.91,-129.31,0.0643
-14.86,74.93,-131.22,0.0644
-15.44,74.21,-131.64,0.0644
-16.43,73.27,-129.77,0.0645
-15.45,74.18,-130.52,0.0645
-16.1,73.49,-129.08,0.0646
-16.42,73.25,-129.67,0.0646
-17.28,72.42,-130.2,0.0646
-16.42,73.34,-129.47,0.0647
-17.3,72.25,-128.93,0.0647
-16.77,72.86,-129.82,0.0648
-16.41,73.22,-129.13,0.0648
-16.61,72.9,-129.39,0.0649
-16.6,72.93,-129.31,0.0649
-16.43,73.1,-128.85,0.0649
-16.58,72.96,-129.12,0.065
-17.08,72.55,-129.19,0.065
-16.71,72.85,-128.89,0.0651
-16.31,73.21,-129.72,0.0651
-17.05,72.63,-129.05,0.0651
-16.98,72.5,-129.2,0.0652
-17.04,72.63,-128.82,0.0652
-17.19,72.4,-129.85,0.0653
-17.0,72.58,-129.91,0.0653
-16.87,72.85,-129.49,0.0654
-16.72,72.81,-129.31,0.0654
-17.12,72.55,-128.62,0.0654
-17.27,72.32,-128.75,0.0655
-16.09,73.55,-129.74,0.0655
-16.9,72.84,-130.45,0.0656
-16.85,72.86,-129.82,0.0656
-15.79,73.68,-129.94,0.0656
-16.13,73.45,-129.54,0.0657
-15.44,74.12,-130.68,0.0657
-14.95,74.07,-131.27,0.0658
-14.72,74.45,-130.21,0.0658
-14.98,74.37,-131.89,0.0659
-14.57,74.74,-131.35,0.0659
-14.57,74.73,-131.27,0.0659
-14.85,74.4,-130.81,0.066
-14.6,74.58,-130.77,0.066
-14.39,74.93,-131.67,0.0661
-15.21,74.03,-131.01,0.0661
-15.32,73.93,-130.95,0.0662
-15.31,74.12,-128.89,0.0662
-15.29,73.86,-130.62,0.0662
-15.65,73.64,-129.79,0.0663
-15.53,73.87,-130.69,0.0663
-15.71,73.57,-130.3,0.0664
-15.37,73.94,-129.8,0.0664
-15.55,73.97,-130.54,0.0665
-15.62,73.71,-130.23,0.0665
-15.76,73.6,-130.63,0.0665
-15.84,73.56,-131.31,0.0666
-15.79,73.66,-131.13,0.0666
-15.58,73.96,-130.52,0.0667
-15.83,73.71,-129.87,0.0667
-15.89,73.43,-129.87,0.0668
-15.88,73.58,-129.86,0.0668
-16.2,73.28,-129.89,0.0668
-16.26,73.21,-128.47,0.0669
-16.52,73.02,-128.67,0.0669
-16.49,73.05,-129.71,0.067
-16.29,73.25,-129.12,0.067
-16.4,73.18,-129.69,0.067
-16.3,73.22,-129.31,0.0671
-16.42,73.25,-129.39,0.0671
-16.26,73.25,-130.31,0.0672
-15.93,73.46,-130.67,0.0672
-16.26,73.2,-130.49,0.0673
-16.56,72.93,-129.6,0.0673
-16.39,73.1,-128.99,0.0673
-16.25,73.2,-129.26,0.0674
-16.64,72.99,-130.13,0.0674
-16.23,73.24,-130.16,0.0675
-16.42,73.12,-129.17,0.0675
-16.38,73.07,-129.71,0.0676
-16.42,73.03,-129.96,0.0676
-16.66,72.86,-129.85,0.0676
-16.68,72.87,-129.47,0.0677
-16.24,73.21,-129.63,0.0677
-16.62,72.89,-129.21,0.0678
-16.46,73.06,-128.78,0.0678
-16.92,72.38,-129.49,0.0678
-16.42,72.81,-129.9,0.0679
-16.54,72.84,-128.82,0.0679
-16.92,72.53,-129.42,0.068
-17.05,72.47,-129.35,0.068
-16.19,73.28,-129.59,0.0681
-16.6,72.92,-129.66,0.0681
-16.49,73.05,-130.0,0.0681
-16.3,73.21,-131.5,0.0682
-16.66,72.78,-129.76,0.0682
-16.42,73.16,-130.06,0.0683
-16.4,73.12,-130.63,0.0683
-16.61,73.04,-128.89,0.0684
-16.48,73.17,-128.4,0.0684
-16.79,73.0,-129.08,0.0685
-16.98,72.64,-129.6,0.0685
-16.89,72.83,-129.24,0.0686
-16.22,73.53,-129.83,0.0686
-17.47,72.18,-129.45,0.0686
-17.02,72.6,-129.44,0.0687
-17.54,72.19,-128.67,0.0687
-17.13,72.55,-127.75,0.0688
-17.2,72.48,-128.95,0.0688
-16.46,73.02,-129.68,0.0689
-16.09,73.56,-130.56,0.0689
-16.24,73.33,-129.0,0.069
-15.5,73.92,-131.19,0.069
-15.69,73.98,-129.79,0.069
-15.07,73.5,-131.57,0.0691
-14.29,74.71,-130.21,0.0691
-14.24,74.57,-130.44,0.0692
-13.66,75.33,-132.47,0.0692
-13.87,74.86,-132.46,0.0692
-12.98,75.88,-130.92,0.0693
-14.17,74.85,-130.94,0.0693
-13.57,75.49,-132.23,0.0694
-13.68,75.53,-132.03,0.0694
-14.63,74.55,-130.72,0.0694
-14.1,75.28,-129.86,0.0695
-14.85,74.64,-131.56,0.0695
-15.42,74.04,-130.38,0.0696
-14.94,74.59,-130.72,0.0696
-15.19,74.22,-130.24,0.0696
-14.95,74.4,-130.23,0.0697
-14.33,75.32,-131.6,0.0697
-15.05,74.64,-130.0,0.0698
-14.86,74.82,-129.73,0.0698
-15.36,74.06,-129.11,0.0698
-15.51,74.15,-130.15,0.0699
-15.22,74.41,-130.26,0.0699
-15.13,74.58,-130.71,0.07
-15.35,74.34,-129.97,0.07
-15.24,74.46,-131.07,0.0701
-15.27,74.37,-129.27,0.0701
-14.45,75.12,-131.18,0.0701
-14.87,74.83,-130.86,0.0702
-14.94,74.55,-131.23,0.0702
-15.02,74.57,-129.95,0.0703
-14.65,75.05,-130.26,0.0703
-15.06,74.55,-131.26,0.0703
-15.23,74.43,-131.11,0.0704
-13.88,76.1,-130.0,0.0704
-15.34,74.07,-130.39,0.0705
-14.43,75.32,-129.68,0.0705
-36.3,49.01,-116.7,0.0705
-11.42,72.69,-129.82,0.0706
-15.62,73.8,-126.36,0.0706
-10.02,78.87,-128.99,0.0707
-13.53,74.27,-125.34,0.0707
-21.53,68.0,-120.02,0.0707
-21.16,57.81,-118.29,0.0708
-22.18,64.51,-114.07,0.0708
-21.02,66.81,-115.04,0.0709
-24.04,63.37,-111.22,0.0709
-26.95,60.53,-108.04,0.0709
-29.48,59.22,-107.3,0.071
-11.17,73.72,-118.01,0.071
-15.91,65.78,-117.08,0.0711
-16.67,65.35,-115.45,0.0711
-17.16,65.7,-114.37,0.0711
-16.55,65.81,-115.61,0.0712
-17.79,66.28,-114.58,0.0712
-16.87,66.54,-115.52,0.0713
-17.86,65.53,-114.0,0.0713
-18.43,65.17,-114.22,0.0713
-17.37,65.51,-116.01,0.0714
-17.7,65.01,-115.18,0.0714
-18.87,63.64,-115.55,0.0715
-17.44,67.72,-114.44,0.0715
-16.46,67.41,-114.86,0.0716
-17.23,68.68,-116.45,0.0716
-18.04,66.2,-114.32,0.0717
-18.41,69.07,-112.81,0.0717
-3.19,74.34,-125.8,0.0717
-15.15,69.31,-115.44,0.0718
-18.1,65.42,-114.43,0.0718
-16.72,65.88,-115.44,0.0719
-15.5,67.07,-116.68,0.0719
-16.06,66.4,-115.57,0.0719
-14.31,68.14,-116.33,0.072
-15.18,66.7,-117.41,0.072
-15.15,67.51,-117.92,0.0721
-14.77,67.89,-117.59,0.0721
-14.63,67.92,-117.2,0.0722
-15.07,67.78,-117.36,0.0722
-15.12,69.44,-116.47,0.0722
-22.15,62.41,-113.14,0.0723
-12.06,75.77,-116.24,0.0723
-10.2,71.77,-120.51,0.0724
-9.94,75.38,-119.72,0.0724
-17.21,70.94,-116.94,0.0724
-20.25,68.26,-114.13,0.0725
-17.96,70.93,-116.62,0.0725
-28.54,60.29,-110.19,0.0726
-17.36,70.75,-116.7,0.0726
-18.01,70.88,-115.32,0.0726
